match_id,team1,team2,toss_winner,toss_decision,venue,match_winner,team1_win,team1_strength,team2_strength,strength_diff
1254093,134,3,3,field,Sharjah Cricket Stadium,3,0,0.5063829787234042,0.5523465703971119,-0.04596359167370767
1254094,129,494,494,field,Dubai International Cricket Stadium,494,0,0.5674603174603174,0.4659090909090909,0.10155122655122656
1254095,2,1,1,field,"Zayed Cricket Stadium, Abu Dhabi",2,1,0.46494464944649444,0.4925925925925926,-0.027647943146098142
1254096,3,6,6,field,"Zayed Cricket Stadium, Abu Dhabi",6,0,0.5523465703971119,0.5151515151515151,0.03719505524559674
1254097,252,134,134,field,"Zayed Cricket Stadium, Abu Dhabi",252,1,0.45692883895131087,0.5063829787234042,-0.04945413977209334
1254098,6,129,6,bat,"Zayed Cricket Stadium, Abu Dhabi",129,0,0.5151515151515151,0.5674603174603174,-0.052308802308802305
1254099,494,3,3,field,"Zayed Cricket Stadium, Abu Dhabi",3,0,0.4659090909090909,0.5523465703971119,-0.086437479488021
1254100,134,2,134,bat,Dubai International Cricket Stadium,2,0,0.5063829787234042,0.46494464944649444,0.04143832927690977
1254101,252,1,1,field,Dubai International Cricket Stadium,1,0,0.45692883895131087,0.4925925925925926,-0.035663753641281715
1254102,6,494,494,field,Dubai International Cricket Stadium,494,0,0.5151515151515151,0.4659090909090909,0.049242424242424254
1254103,134,1,1,field,Dubai International Cricket Stadium,1,0,0.5063829787234042,0.4925925925925926,0.013790386130811627
1254104,129,3,129,bat,Dubai International Cricket Stadium,129,1,0.5674603174603174,0.5523465703971119,0.015113747063205563
1254105,2,252,2,bat,Dubai International Cricket Stadium,252,0,0.46494464944649444,0.45692883895131087,0.008015810495183573
1254106,6,134,134,field,Sharjah Cricket Stadium,6,1,0.5151515151515151,0.5063829787234042,0.008768536428110929
1254107,494,2,2,field,Sharjah Cricket Stadium,494,1,0.4659090909090909,0.46494464944649444,0.0009644414625964437
1254108,1,3,3,field,Dubai International Cricket Stadium,1,1,0.4925925925925926,0.5523465703971119,-0.0597539778045193
1254109,2,6,2,bat,Dubai International Cricket Stadium,6,0,0.46494464944649444,0.5151515151515151,-0.0502068657050207
1254110,129,252,252,field,Dubai International Cricket Stadium,252,0,0.5674603174603174,0.45692883895131087,0.11053147850900658
1254111,134,494,494,field,Dubai International Cricket Stadium,134,1,0.5063829787234042,0.4659090909090909,0.040473887814313325
1254112,3,252,252,field,Sharjah Cricket Stadium,252,0,0.5523465703971119,0.45692883895131087,0.09541773144580101
1254113,1,129,129,field,Sharjah Cricket Stadium,129,0,0.4925925925925926,0.5674603174603174,-0.07486772486772486
1254114,252,129,129,field,Dubai International Cricket Stadium,129,0,0.45692883895131087,0.5674603174603174,-0.11053147850900658
1254115,1,6,1,bat,Sharjah Cricket Stadium,6,0,0.4925925925925926,0.5151515151515151,-0.022558922558922556
1254116,252,6,6,field,Sharjah Cricket Stadium,6,0,0.45692883895131087,0.5151515151515151,-0.05822267620020427
1254117,129,6,6,field,Dubai International Cricket Stadium,129,1,0.5674603174603174,0.5151515151515151,0.052308802308802305
1304047,129,6,6,field,"Wankhede Stadium, Mumbai",6,0,0.5674603174603174,0.5151515151515151,0.052308802308802305
1304048,3,252,252,field,"Brabourne Stadium, Mumbai",252,0,0.5523465703971119,0.45692883895131087,0.09541773144580101
1304049,1,494,494,field,"Dr DY Patil Sports Academy, Mumbai",494,0,0.4925925925925926,0.4659090909090909,0.026683501683501698
1304050,614,615,615,field,"Wankhede Stadium, Mumbai",615,0,0.5172413793103449,0.6166666666666667,-0.09942528735632183
1304051,134,2,2,field,"Maharashtra Cricket Association Stadium, Pune",134,1,0.5063829787234042,0.46494464944649444,0.04143832927690977
1304052,6,1,1,field,"Dr DY Patil Sports Academy, Mumbai",1,0,0.5151515151515151,0.4925925925925926,0.022558922558922556
1304053,129,614,614,field,"Brabourne Stadium, Mumbai",614,0,0.5674603174603174,0.5172413793103449,0.05021893814997258
1304054,494,6,6,field,"Wankhede Stadium, Mumbai",6,0,0.4659090909090909,0.5151515151515151,-0.049242424242424254
1304055,134,3,3,field,"Dr DY Patil Sports Academy, Mumbai",134,1,0.5063829787234042,0.5523465703971119,-0.04596359167370767
1304056,615,252,252,field,"Maharashtra Cricket Association Stadium, Pune",615,1,0.6166666666666667,0.45692883895131087,0.15973782771535583
1304057,494,129,129,field,"Brabourne Stadium, Mumbai",494,1,0.4659090909090909,0.5674603174603174,-0.10155122655122656
1304058,614,2,2,field,"Dr DY Patil Sports Academy, Mumbai",614,1,0.5172413793103449,0.46494464944649444,0.05229672986385042
1304059,134,1,1,field,"Wankhede Stadium, Mumbai",1,0,0.5063829787234042,0.4925925925925926,0.013790386130811627
1304060,3,6,6,field,"Maharashtra Cricket Association Stadium, Pune",6,0,0.5523465703971119,0.5151515151515151,0.03719505524559674
1304061,252,614,614,field,"Dr DY Patil Sports Academy, Mumbai",614,0,0.45692883895131087,0.5172413793103449,-0.060312540359033995
1304062,494,615,615,field,"Brabourne Stadium, Mumbai",615,0,0.4659090909090909,0.6166666666666667,-0.1507575757575758
1304063,129,2,2,field,"Dr DY Patil Sports Academy, Mumbai",2,0,0.5674603174603174,0.46494464944649444,0.102515668013823
1304064,3,1,1,field,"Maharashtra Cricket Association Stadium, Pune",1,0,0.5523465703971119,0.4925925925925926,0.0597539778045193
1304065,252,6,6,field,"Brabourne Stadium, Mumbai",252,1,0.45692883895131087,0.5151515151515151,-0.05822267620020427
1304066,134,614,614,field,"Wankhede Stadium, Mumbai",134,1,0.5063829787234042,0.5172413793103449,-0.010858400586940653
1304067,615,2,2,field,"Dr DY Patil Sports Academy, Mumbai",2,0,0.6166666666666667,0.46494464944649444,0.15172201722017226
1304068,129,1,1,field,"Dr DY Patil Sports Academy, Mumbai",129,1,0.5674603174603174,0.4925925925925926,0.07486772486772486
1304069,494,3,3,field,"Maharashtra Cricket Association Stadium, Pune",494,1,0.4659090909090909,0.5523465703971119,-0.086437479488021
1304070,615,134,134,field,"Dr DY Patil Sports Academy, Mumbai",615,1,0.6166666666666667,0.5063829787234042,0.11028368794326249
1304071,6,2,2,field,"Brabourne Stadium, Mumbai",2,0,0.5151515151515151,0.46494464944649444,0.0502068657050207
1304072,614,3,3,field,"Brabourne Stadium, Mumbai",614,1,0.5172413793103449,0.5523465703971119,-0.03510519108676702
1304073,1,252,252,field,"Wankhede Stadium, Mumbai",1,1,0.4925925925925926,0.45692883895131087,0.035663753641281715
1304074,494,2,2,field,"Dr DY Patil Sports Academy, Mumbai",2,0,0.4659090909090909,0.46494464944649444,0.0009644414625964437
1304075,129,615,615,field,"Maharashtra Cricket Association Stadium, Pune",615,0,0.5674603174603174,0.6166666666666667,-0.049206349206349254
1304076,134,6,6,field,"Brabourne Stadium, Mumbai",134,1,0.5063829787234042,0.5151515151515151,-0.008768536428110929
1304077,1,614,614,field,"Dr DY Patil Sports Academy, Mumbai",1,1,0.4925925925925926,0.5172413793103449,-0.02464878671775228
1304078,494,252,252,field,"Brabourne Stadium, Mumbai",252,0,0.4659090909090909,0.45692883895131087,0.008980251957780017
1304079,3,129,129,field,"Dr DY Patil Sports Academy, Mumbai",129,0,0.5523465703971119,0.5674603174603174,-0.015113747063205563
1304080,134,252,252,field,"Wankhede Stadium, Mumbai",134,1,0.5063829787234042,0.45692883895131087,0.04945413977209334
1304081,615,6,615,bat,"Dr DY Patil Sports Academy, Mumbai",615,1,0.6166666666666667,0.5151515151515151,0.10151515151515156
1304082,1,2,2,field,"Brabourne Stadium, Mumbai",2,0,0.4925925925925926,0.46494464944649444,0.027647943146098142
1304083,614,3,3,field,"Wankhede Stadium, Mumbai",614,1,0.5172413793103449,0.5523465703971119,-0.03510519108676702
1304084,494,129,129,field,"Wankhede Stadium, Mumbai",494,1,0.4659090909090909,0.5674603174603174,-0.10155122655122656
1304085,134,1,1,field,"Maharashtra Cricket Association Stadium, Pune",134,1,0.5063829787234042,0.4925925925925926,0.013790386130811627
1304086,2,615,615,field,"Wankhede Stadium, Mumbai",615,0,0.46494464944649444,0.6166666666666667,-0.15172201722017226
1304087,6,252,252,field,"Wankhede Stadium, Mumbai",252,0,0.5151515151515151,0.45692883895131087,0.05822267620020427
1304088,614,494,494,field,"Maharashtra Cricket Association Stadium, Pune",614,1,0.5172413793103449,0.4659090909090909,0.05133228840125398
1304089,1,615,1,bat,"Brabourne Stadium, Mumbai",615,0,0.4925925925925926,0.6166666666666667,-0.12407407407407411
1304090,134,3,3,field,"Dr DY Patil Sports Academy, Mumbai",3,0,0.5063829787234042,0.5523465703971119,-0.04596359167370767
1304091,614,252,614,bat,"Wankhede Stadium, Mumbai",614,1,0.5172413793103449,0.45692883895131087,0.060312540359033995
1304092,129,2,2,field,"Maharashtra Cricket Association Stadium, Pune",129,1,0.5674603174603174,0.46494464944649444,0.102515668013823
1304093,134,6,6,field,"Wankhede Stadium, Mumbai",6,0,0.5063829787234042,0.5151515151515151,-0.008768536428110929
1304094,615,494,615,bat,"Dr DY Patil Sports Academy, Mumbai",494,0,0.6166666666666667,0.4659090909090909,0.1507575757575758
1304095,1,129,129,field,"Maharashtra Cricket Association Stadium, Pune",1,1,0.4925925925925926,0.5674603174603174,-0.07486772486772486
1304096,252,2,2,field,"Brabourne Stadium, Mumbai",252,1,0.45692883895131087,0.46494464944649444,-0.008015810495183573
1304097,3,615,615,field,"Brabourne Stadium, Mumbai",3,1,0.5523465703971119,0.6166666666666667,-0.06432009626955482
1304098,494,134,494,bat,"Wankhede Stadium, Mumbai",134,0,0.4659090909090909,0.5063829787234042,-0.040473887814313325
1304099,614,6,6,field,"Maharashtra Cricket Association Stadium, Pune",614,1,0.5172413793103449,0.5151515151515151,0.002089864158829724
1304100,1,2,1,bat,"Wankhede Stadium, Mumbai",1,1,0.4925925925925926,0.46494464944649444,0.027647943146098142
1304101,129,252,252,field,"Dr DY Patil Sports Academy, Mumbai",129,1,0.5674603174603174,0.45692883895131087,0.11053147850900658
1304102,6,3,3,field,"Dr DY Patil Sports Academy, Mumbai",6,1,0.5151515151515151,0.5523465703971119,-0.03719505524559674
1304103,615,614,615,bat,"Maharashtra Cricket Association Stadium, Pune",615,1,0.6166666666666667,0.5172413793103449,0.09942528735632183
1304104,134,252,252,field,"Dr DY Patil Sports Academy, Mumbai",252,0,0.5063829787234042,0.45692883895131087,0.04945413977209334
1304105,129,3,3,field,"Wankhede Stadium, Mumbai",3,0,0.5674603174603174,0.5523465703971119,0.015113747063205563
1304106,494,1,1,field,"Brabourne Stadium, Mumbai",494,1,0.4659090909090909,0.4925925925925926,-0.026683501683501698
1304107,6,2,6,bat,"Maharashtra Cricket Association Stadium, Pune",6,1,0.5151515151515151,0.46494464944649444,0.0502068657050207
1304108,129,615,129,bat,"Wankhede Stadium, Mumbai",615,0,0.5674603174603174,0.6166666666666667,-0.049206349206349254
1304109,134,614,134,bat,"Brabourne Stadium, Mumbai",134,1,0.5063829787234042,0.5172413793103449,-0.010858400586940653
1304110,252,494,494,field,"Dr DY Patil Sports Academy, Mumbai",252,1,0.45692883895131087,0.4659090909090909,-0.008980251957780017
1304111,2,3,3,field,"Wankhede Stadium, Mumbai",2,1,0.46494464944649444,0.5523465703971119,-0.08740192095061744
1304112,614,6,614,bat,"Dr DY Patil Sports Academy, Mumbai",614,1,0.5172413793103449,0.5151515151515151,0.002089864158829724
1304113,615,1,615,bat,"Wankhede Stadium, Mumbai",1,0,0.6166666666666667,0.4925925925925926,0.12407407407407411
1304114,129,134,129,bat,"Brabourne Stadium, Mumbai",134,0,0.5674603174603174,0.5063829787234042,0.061077338736913234
1304115,252,3,3,field,"Wankhede Stadium, Mumbai",3,0,0.45692883895131087,0.5523465703971119,-0.09541773144580101
1304116,2,494,2,bat,"Wankhede Stadium, Mumbai",494,0,0.46494464944649444,0.4659090909090909,-0.0009644414625964437
1312197,134,615,615,field,"Eden Gardens, Kolkata",615,0,0.5063829787234042,0.6166666666666667,-0.11028368794326249
1312198,1,614,614,field,"Eden Gardens, Kolkata",1,1,0.4925925925925926,0.5172413793103449,-0.02464878671775228
1312199,1,134,134,field,"Narendra Modi Stadium, Ahmedabad",134,0,0.4925925925925926,0.5063829787234042,-0.013790386130811627
1312200,134,615,134,bat,"Narendra Modi Stadium, Ahmedabad",615,0,0.5063829787234042,0.6166666666666667,-0.11028368794326249
1359475,129,615,615,field,"Narendra Modi Stadium, Ahmedabad",615,0,0.5674603174603174,0.6166666666666667,-0.049206349206349254
1359476,494,6,6,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",494,1,0.4659090909090909,0.5151515151515151,-0.049242424242424254
1359477,614,252,252,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",614,1,0.5172413793103449,0.45692883895131087,0.060312540359033995
1359478,134,2,2,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",134,1,0.5063829787234042,0.46494464944649444,0.04143832927690977
1359479,3,1,1,field,"M Chinnaswamy Stadium, Bengaluru",1,0,0.5523465703971119,0.4925925925925926,0.0597539778045193
1359480,129,614,614,field,"MA Chidambaram Stadium, Chepauk, Chennai",129,1,0.5674603174603174,0.5172413793103449,0.05021893814997258
1359481,252,615,615,field,"Arun Jaitley Stadium, Delhi",615,0,0.45692883895131087,0.6166666666666667,-0.15973782771535583
1359482,494,134,134,field,"Barsapara Cricket Stadium, Guwahati",494,1,0.4659090909090909,0.5063829787234042,-0.040473887814313325
1359483,6,1,1,field,"Eden Gardens, Kolkata",6,1,0.5151515151515151,0.4925925925925926,0.022558922558922556
1359484,2,614,2,bat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",614,0,0.46494464944649444,0.5172413793103449,-0.05229672986385042
1359485,134,252,252,field,"Barsapara Cricket Stadium, Guwahati",134,1,0.5063829787234042,0.45692883895131087,0.04945413977209334
1359486,3,129,129,field,"Wankhede Stadium, Mumbai",129,0,0.5523465703971119,0.5674603174603174,-0.015113747063205563
1359487,615,6,615,bat,"Narendra Modi Stadium, Ahmedabad",6,0,0.6166666666666667,0.5151515151515151,0.10151515151515156
1359488,494,2,2,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,0,0.4659090909090909,0.46494464944649444,0.0009644414625964437
1359489,1,614,614,field,"M Chinnaswamy Stadium, Bengaluru",614,0,0.4925925925925926,0.5172413793103449,-0.02464878671775228
1359490,252,3,3,field,"Arun Jaitley Stadium, Delhi",3,0,0.45692883895131087,0.5523465703971119,-0.09541773144580101
1359491,134,129,129,field,"MA Chidambaram Stadium, Chepauk, Chennai",134,1,0.5063829787234042,0.5674603174603174,-0.061077338736913234
1359492,494,615,615,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",615,0,0.4659090909090909,0.6166666666666667,-0.1507575757575758
1359493,2,6,6,field,"Eden Gardens, Kolkata",2,1,0.46494464944649444,0.5151515151515151,-0.0502068657050207
1359494,1,252,252,field,"M Chinnaswamy Stadium, Bengaluru",1,1,0.4925925925925926,0.45692883895131087,0.035663753641281715
1359495,614,494,494,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",494,0,0.5172413793103449,0.4659090909090909,0.05133228840125398
1359496,6,3,3,field,"Wankhede Stadium, Mumbai",3,0,0.5151515151515151,0.5523465703971119,-0.03719505524559674
1359497,615,134,134,field,"Narendra Modi Stadium, Ahmedabad",134,0,0.6166666666666667,0.5063829787234042,0.11028368794326249
1359498,129,1,1,field,"M Chinnaswamy Stadium, Bengaluru",129,1,0.5674603174603174,0.4925925925925926,0.07486772486772486
1359499,3,2,2,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3,1,0.5523465703971119,0.46494464944649444,0.08740192095061744
1359500,614,134,134,field,"Sawai Mansingh Stadium, Jaipur",614,1,0.5172413793103449,0.5063829787234042,0.010858400586940653
1359501,1,494,494,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,1,0.4925925925925926,0.4659090909090909,0.026683501683501698
1359502,6,252,252,field,"Arun Jaitley Stadium, Delhi",252,0,0.5151515151515151,0.45692883895131087,0.05822267620020427
1359503,2,129,129,field,"MA Chidambaram Stadium, Chepauk, Chennai",129,0,0.46494464944649444,0.5674603174603174,-0.102515668013823
1359504,615,614,615,bat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",615,1,0.6166666666666667,0.5172413793103449,0.09942528735632183
1359505,494,3,3,field,"Wankhede Stadium, Mumbai",494,1,0.4659090909090909,0.5523465703971119,-0.086437479488021
1359506,1,134,134,field,"M Chinnaswamy Stadium, Bengaluru",1,1,0.4925925925925926,0.5063829787234042,-0.013790386130811627
1359507,129,6,6,field,"Eden Gardens, Kolkata",129,1,0.5674603174603174,0.5151515151515151,0.052308802308802305
1359508,252,2,252,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",252,1,0.45692883895131087,0.46494464944649444,-0.008015810495183573
1359509,615,3,3,field,"Narendra Modi Stadium, Ahmedabad",615,1,0.6166666666666667,0.5523465703971119,0.06432009626955482
1359510,6,1,1,field,"M Chinnaswamy Stadium, Bengaluru",6,1,0.5151515151515151,0.4925925925925926,0.022558922558922556
1359511,134,129,134,bat,"Sawai Mansingh Stadium, Jaipur",134,1,0.5063829787234042,0.5674603174603174,-0.061077338736913234
1359512,614,494,494,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",614,1,0.5172413793103449,0.4659090909090909,0.05133228840125398
1359513,6,615,615,field,"Eden Gardens, Kolkata",615,0,0.5151515151515151,0.6166666666666667,-0.10151515151515156
1359514,2,252,2,bat,"Arun Jaitley Stadium, Delhi",2,1,0.46494464944649444,0.45692883895131087,0.008015810495183573
1359515,129,494,129,bat,"MA Chidambaram Stadium, Chepauk, Chennai",494,0,0.5674603174603174,0.4659090909090909,0.10155122655122656
1359516,134,3,134,bat,"Wankhede Stadium, Mumbai",3,0,0.5063829787234042,0.5523465703971119,-0.04596359167370767
1359517,1,614,1,bat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,1,0.4925925925925926,0.5172413793103449,-0.02464878671775228
1359518,252,615,252,bat,"Narendra Modi Stadium, Ahmedabad",252,1,0.45692883895131087,0.6166666666666667,-0.15973782771535583
1359519,614,129,129,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",129,0,0.5172413793103449,0.5674603174603174,-0.05021893814997258
1359520,494,3,3,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",3,0,0.4659090909090909,0.5523465703971119,-0.086437479488021
1359521,6,2,6,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",6,1,0.5151515151515151,0.46494464944649444,0.0502068657050207
1359522,134,615,134,bat,"Sawai Mansingh Stadium, Jaipur",615,0,0.5063829787234042,0.6166666666666667,-0.11028368794326249
1359523,3,129,129,field,"MA Chidambaram Stadium, Chepauk, Chennai",129,0,0.5523465703971119,0.5674603174603174,-0.015113747063205563
1359524,1,252,1,bat,"Arun Jaitley Stadium, Delhi",252,0,0.4925925925925926,0.45692883895131087,0.035663753641281715
1359525,615,614,614,field,"Narendra Modi Stadium, Ahmedabad",615,1,0.6166666666666667,0.5172413793103449,0.09942528735632183
1359526,134,2,134,bat,"Sawai Mansingh Stadium, Jaipur",2,0,0.5063829787234042,0.46494464944649444,0.04143832927690977
1359527,494,6,494,bat,"Eden Gardens, Kolkata",6,0,0.4659090909090909,0.5151515151515151,-0.049242424242424254
1359528,1,3,3,field,"Wankhede Stadium, Mumbai",3,0,0.4925925925925926,0.5523465703971119,-0.0597539778045193
1359529,129,252,129,bat,"MA Chidambaram Stadium, Chepauk, Chennai",129,1,0.5674603174603174,0.45692883895131087,0.11053147850900658
1359530,6,134,134,field,"Eden Gardens, Kolkata",134,0,0.5151515151515151,0.5063829787234042,0.008768536428110929
1359531,3,615,615,field,"Wankhede Stadium, Mumbai",3,1,0.5523465703971119,0.6166666666666667,-0.06432009626955482
1359532,2,614,2,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",614,0,0.46494464944649444,0.5172413793103449,-0.05229672986385042
1359533,494,252,252,field,"Arun Jaitley Stadium, Delhi",494,1,0.4659090909090909,0.45692883895131087,0.008980251957780017
1359534,1,134,1,bat,"Sawai Mansingh Stadium, Jaipur",1,1,0.4925925925925926,0.5063829787234042,-0.013790386130811627
1359535,129,6,129,bat,"MA Chidambaram Stadium, Chepauk, Chennai",6,0,0.5674603174603174,0.5151515151515151,0.052308802308802305
1359536,615,2,2,field,"Narendra Modi Stadium, Ahmedabad",615,1,0.6166666666666667,0.46494464944649444,0.15172201722017226
1359537,614,3,3,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",614,1,0.5172413793103449,0.5523465703971119,-0.03510519108676702
1359538,252,494,494,field,"Himachal Pradesh Cricket Association Stadium, Dharamsala",252,1,0.45692883895131087,0.4659090909090909,-0.008980251957780017
1359539,2,1,1,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,0,0.46494464944649444,0.4925925925925926,-0.027647943146098142
1359540,494,134,134,field,"Himachal Pradesh Cricket Association Stadium, Dharamsala",134,0,0.4659090909090909,0.5063829787234042,-0.040473887814313325
1359541,129,252,129,bat,"Arun Jaitley Stadium, Delhi",129,1,0.5674603174603174,0.45692883895131087,0.11053147850900658
1359542,614,6,6,field,"Eden Gardens, Kolkata",614,1,0.5172413793103449,0.5151515151515151,0.002089864158829724
1359543,2,3,3,field,"Wankhede Stadium, Mumbai",3,0,0.46494464944649444,0.5523465703971119,-0.08740192095061744
1359544,1,615,615,field,"M Chinnaswamy Stadium, Bengaluru",615,0,0.4925925925925926,0.6166666666666667,-0.12407407407407411
1370350,129,615,615,field,"MA Chidambaram Stadium, Chepauk, Chennai",129,1,0.5674603174603174,0.6166666666666667,-0.049206349206349254
1370351,3,614,3,bat,"MA Chidambaram Stadium, Chepauk, Chennai",3,1,0.5523465703971119,0.5172413793103449,0.03510519108676702
1370352,615,3,3,field,"Narendra Modi Stadium, Ahmedabad",615,1,0.6166666666666667,0.5523465703971119,0.06432009626955482
1370353,615,129,129,field,"Narendra Modi Stadium, Ahmedabad",129,0,0.6166666666666667,0.5674603174603174,0.049206349206349254
1422119,1,129,1,bat,"MA Chidambaram Stadium, Chepauk, Chennai",129,0,0.4925925925925926,0.5674603174603174,-0.07486772486772486
1422120,252,494,494,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",494,0,0.45692883895131087,0.4659090909090909,-0.008980251957780017
1422121,6,2,2,field,"Eden Gardens, Kolkata",6,1,0.5151515151515151,0.46494464944649444,0.0502068657050207
1422122,134,614,134,bat,"Sawai Mansingh Stadium, Jaipur",134,1,0.5063829787234042,0.5172413793103449,-0.010858400586940653
1422123,615,3,3,field,"Narendra Modi Stadium, Ahmedabad",615,1,0.6166666666666667,0.5523465703971119,0.06432009626955482
1422124,494,1,1,field,"M Chinnaswamy Stadium, Bengaluru",1,0,0.4659090909090909,0.4925925925925926,-0.026683501683501698
1422125,129,615,615,field,"MA Chidambaram Stadium, Chepauk, Chennai",129,1,0.5674603174603174,0.6166666666666667,-0.049206349206349254
1422126,2,3,3,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,0.46494464944649444,0.5523465703971119,-0.08740192095061744
1422127,134,252,252,field,"Sawai Mansingh Stadium, Jaipur",134,1,0.5063829787234042,0.45692883895131087,0.04945413977209334
1422128,1,6,6,field,"M Chinnaswamy Stadium, Bengaluru",6,0,0.4925925925925926,0.5151515151515151,-0.022558922558922556
1422129,614,494,614,bat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",614,1,0.5172413793103449,0.4659090909090909,0.05133228840125398
1422130,2,615,2,bat,"Narendra Modi Stadium, Ahmedabad",615,0,0.46494464944649444,0.6166666666666667,-0.15172201722017226
1422131,252,129,252,bat,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",252,1,0.45692883895131087,0.5674603174603174,-0.11053147850900658
1422132,3,134,134,field,"Wankhede Stadium, Mumbai",134,0,0.5523465703971119,0.5063829787234042,0.04596359167370767
1422133,614,1,1,field,"M Chinnaswamy Stadium, Bengaluru",614,1,0.5172413793103449,0.4925925925925926,0.02464878671775228
1422134,6,252,6,bat,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",6,1,0.5151515151515151,0.45692883895131087,0.05822267620020427
1422135,615,494,494,field,"Narendra Modi Stadium, Ahmedabad",494,0,0.6166666666666667,0.4659090909090909,0.1507575757575758
1422136,129,2,2,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,0,0.5674603174603174,0.46494464944649444,0.102515668013823
1422137,1,134,134,field,"Sawai Mansingh Stadium, Jaipur",134,0,0.4925925925925926,0.5063829787234042,-0.013790386130811627
1422138,3,252,252,field,"Wankhede Stadium, Mumbai",3,1,0.5523465703971119,0.45692883895131087,0.09541773144580101
1422139,614,615,614,bat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",614,1,0.5172413793103449,0.6166666666666667,-0.09942528735632183
1426260,6,129,129,field,"MA Chidambaram Stadium, Chepauk, Chennai",129,0,0.5151515151515151,0.5674603174603174,-0.052308802308802305
1426261,2,494,494,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2,1,0.46494464944649444,0.4659090909090909,-0.0009644414625964437
1426262,134,615,615,field,"Sawai Mansingh Stadium, Jaipur",615,0,0.5063829787234042,0.6166666666666667,-0.11028368794326249
1426263,1,3,3,field,"Wankhede Stadium, Mumbai",3,0,0.4925925925925926,0.5523465703971119,-0.0597539778045193
1426264,614,252,614,bat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",252,0,0.5172413793103449,0.45692883895131087,0.060312540359033995
1426265,494,134,134,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",134,0,0.4659090909090909,0.5063829787234042,-0.040473887814313325
1426266,614,6,6,field,"Eden Gardens, Kolkata",6,0,0.5172413793103449,0.5151515151515151,0.002089864158829724
1426267,129,3,3,field,"Wankhede Stadium, Mumbai",129,1,0.5674603174603174,0.5523465703971119,0.015113747063205563
1426268,2,1,1,field,"M Chinnaswamy Stadium, Bengaluru",2,1,0.46494464944649444,0.4925925925925926,-0.027647943146098142
1426269,6,134,134,field,"Eden Gardens, Kolkata",134,0,0.5151515151515151,0.5063829787234042,0.008768536428110929
1426270,615,252,252,field,"Narendra Modi Stadium, Ahmedabad",252,0,0.6166666666666667,0.45692883895131087,0.15973782771535583
1426271,3,494,494,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",3,1,0.5523465703971119,0.4659090909090909,0.086437479488021
1426272,129,614,614,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",614,0,0.5674603174603174,0.5172413793103449,0.05021893814997258
1426273,2,252,252,field,"Arun Jaitley Stadium, Delhi",2,1,0.46494464944649444,0.45692883895131087,0.008015810495183573
1426274,6,1,1,field,"Eden Gardens, Kolkata",6,1,0.5151515151515151,0.4925925925925926,0.022558922558922556
1426275,494,615,494,bat,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",615,0,0.4659090909090909,0.6166666666666667,-0.1507575757575758
1426276,3,134,3,bat,"Sawai Mansingh Stadium, Jaipur",134,0,0.5523465703971119,0.5063829787234042,0.04596359167370767
1426277,129,614,614,field,"MA Chidambaram Stadium, Chepauk, Chennai",614,0,0.5674603174603174,0.5172413793103449,0.05021893814997258
